match_key,kickoff_utc,event,best_of,team1,team2,source,market,prob_team1,captured_utc,lead_hours,liquidity,result,team1_score,team2_score,graded_utc
LCS/2026 Season/Summer Season_Week 7_3,2026-09-06 20:00:00+00:00,LCS/2026 Season/Summer Season,3,FlyQuest,Shopify Rebellion,elo,sweep_team1,0.3232,2026-08-31 02:41:35.764634+00:00,161.31,,1.0,2.0,0.0,2026-09-06 23:07:56.780111+00:00
LCS/2026 Season/Summer Season_Week 7_3,2026-09-06 20:00:00+00:00,LCS/2026 Season/Summer Season,3,FlyQuest,Shopify Rebellion,lolcast,sweep_team2,0.1657,2026-08-31 02:41:35.764634+00:00,161.31,,0.0,2.0,0.0,2026-09-06 23:07:56.780111+00:00
LCS/2026 Season/Summer Season_Week 7_3,2026-09-06 20:00:00+00:00,LCS/2026 Season/Summer Season,3,FlyQuest,Shopify Rebellion,elo,sweep_team2,0.1765,2026-08-31 02:41:35.764634+00:00,161.31,,0.0,2.0,0.0,2026-09-06 23:07:56.780111+00:00
LCS/2026 Season/Summer Season_Week 7_4,2026-09-06 23:00:00+00:00,LCS/2026 Season/Summer Season,3,Disguised,LYON (2024 American Team),lolcast,series,0.0506,2026-08-31 02:41:35.764634+00:00,164.31,,0.0,0.0,2.0,2026-09-06 23:07:56.780111+00:00
LCS/2026 Season/Summer Season_Week 7_4,2026-09-06 23:00:00+00:00,LCS/2026 Season/Summer Season,3,Disguised,LYON (2024 American Team),elo,series,0.0638,2026-08-31 02:41:35.764634+00:00,164.31,,0.0,0.0,2.0,2026-09-06 23:07:56.780111+00:00
LCS/2026 Season/Summer Season_Week 7_4,2026-09-06 23:00:00+00:00,LCS/2026 Season/Summer Season,3,Disguised,LYON (2024 American Team),lolcast,sweep_team1,0.0189,2026-08-31 02:41:35.764634+00:00,164.31,,0.0,0.0,2.0,2026-09-06 23:07:56.780111+00:00
LCS/2026 Season/Summer Season_Week 7_4,2026-09-06 23:00:00+00:00,LCS/2026 Season/Summer Season,3,Disguised,LYON (2024 American Team),elo,sweep_team1,0.0228,2026-08-31 02:41:35.764634+00:00,164.31,,0.0,0.0,2.0,2026-09-06 23:07:56.780111+00:00
LCS/2026 Season/Summer Season_Week 7_4,2026-09-06 23:00:00+00:00,LCS/2026 Season/Summer Season,3,Disguised,LYON (2024 American Team),lolcast,sweep_team2,0.7483,2026-08-31 02:41:35.764634+00:00,164.31,,1.0,0.0,2.0,2026-09-06 23:07:56.780111+00:00
LCS/2026 Season/Summer Season_Week 7_4,2026-09-06 23:00:00+00:00,LCS/2026 Season/Summer Season,3,Disguised,LYON (2024 American Team),elo,sweep_team2,0.7106,2026-08-31 02:41:35.764634+00:00,164.31,,1.0,0.0,2.0,2026-09-06 23:07:56.780111+00:00
LCK/2026 Season/Season Playoffs_Round 2_1,2026-09-01 08:00:00+00:00,LCK/2026 Season/Season Playoffs,5,Gen.G,KT Rolster,lolcast,series,0.7544,2026-08-31 12:04:20.074696+00:00,19.93,,1.0,3.0,0.0,2026-09-01 10:42:43.370527+00:00
LCK/2026 Season/Season Playoffs_Round 2_1,2026-09-01 08:00:00+00:00,LCK/2026 Season/Season Playoffs,5,Gen.G,KT Rolster,elo,series,0.7653,2026-08-31 12:04:20.074696+00:00,19.93,,1.0,3.0,0.0,2026-09-01 10:42:43.370527+00:00
LCK/2026 Season/Season Playoffs_Round 2_1,2026-09-01 08:00:00+00:00,LCK/2026 Season/Season Playoffs,5,Gen.G,KT Rolster,polymarket,series,0.695,2026-08-31 12:04:20.074696+00:00,19.93,27102.7593,1.0,3.0,0.0,2026-09-01 10:42:43.370527+00:00
LCK/2026 Season/Season Playoffs_Round 2_1,2026-09-01 08:00:00+00:00,LCK/2026 Season/Season Playoffs,5,Gen.G,KT Rolster,lolcast,sweep_team1,0.2551,2026-08-31 12:04:20.074696+00:00,19.93,,1.0,3.0,0.0,2026-09-01 10:42:43.370527+00:00
LCK/2026 Season/Season Playoffs_Round 2_1,2026-09-01 08:00:00+00:00,LCK/2026 Season/Season Playoffs,5,Gen.G,KT Rolster,elo,sweep_team1,0.2662,2026-08-31 12:04:20.074696+00:00,19.93,,1.0,3.0,0.0,2026-09-01 10:42:43.370527+00:00
LCK/2026 Season/Season Playoffs_Round 2_1,2026-09-01 08:00:00+00:00,LCK/2026 Season/Season Playoffs,5,Gen.G,KT Rolster,lolcast,sweep_team2,0.042,2026-08-31 12:04:20.074696+00:00,19.93,,0.0,3.0,0.0,2026-09-01 10:42:43.370527+00:00
LCK/2026 Season/Season Playoffs_Round 2_1,2026-09-01 08:00:00+00:00,LCK/2026 Season/Season Playoffs,5,Gen.G,KT Rolster,elo,sweep_team2,0.0402,2026-08-31 12:04:20.074696+00:00,19.93,,0.0,3.0,0.0,2026-09-01 10:42:43.370527+00:00
LCK/2026 Season/Season Playoffs_Round 2_2,2026-09-02 08:00:00+00:00,LCK/2026 Season/Season Playoffs,5,Hanwha Life Esports,T1,lolcast,series,0.6755,2026-08-31 12:04:20.074696+00:00,43.93,,1.0,3.0,2.0,2026-09-02 12:20:01.359687+00:00
LCK/2026 Season/Season Playoffs_Round 2_2,2026-09-02 08:00:00+00:00,LCK/2026 Season/Season Playoffs,5,Hanwha Life Esports,T1,elo,series,0.6043,2026-08-31 12:04:20.074696+00:00,43.93,,1.0,3.0,2.0,2026-09-02 12:20:01.359687+00:00
LCK/2026 Season/Season Playoffs_Round 2_2,2026-09-02 08:00:00+00:00,LCK/2026 Season/Season Playoffs,5,Hanwha Life Esports,T1,polymarket,series,0.555,2026-08-31 12:04:20.074696+00:00,43.93,3739.1339,1.0,3.0,2.0,2026-09-02 12:20:01.359687+00:00
LCK/2026 Season/Season Playoffs_Round 2_2,2026-09-02 08:00:00+00:00,LCK/2026 Season/Season Playoffs,5,Hanwha Life Esports,T1,lolcast,sweep_team1,0.2041,2026-08-31 12:04:20.074696+00:00,43.93,,0.0,3.0,2.0,2026-09-02 12:20:01.359687+00:00
LCK/2026 Season/Season Playoffs_Round 2_2,2026-09-02 08:00:00+00:00,LCK/2026 Season/Season Playoffs,5,Hanwha Life Esports,T1,elo,sweep_team1,0.165,2026-08-31 12:04:20.074696+00:00,43.93,,0.0,3.0,2.0,2026-09-02 12:20:01.359687+00:00
LCK/2026 Season/Season Playoffs_Round 2_2,2026-09-02 08:00:00+00:00,LCK/2026 Season/Season Playoffs,5,Hanwha Life Esports,T1,lolcast,sweep_team2,0.0625,2026-08-31 12:04:20.074696+00:00,43.93,,0.0,3.0,2.0,2026-09-02 12:20:01.359687+00:00
LCK/2026 Season/Season Playoffs_Round 2_2,2026-09-02 08:00:00+00:00,LCK/2026 Season/Season Playoffs,5,Hanwha Life Esports,T1,elo,sweep_team2,0.0831,2026-08-31 12:04:20.074696+00:00,43.93,,0.0,3.0,2.0,2026-09-02 12:20:01.359687+00:00
North American Challengers League/2026 Season/Summer Playoffs_Round 2_3,2026-09-02 21:00:00+00:00,North American Challengers League/2026 Season/Summer Playoffs,5,NRG,Conviction,lolcast,series,0.4802,2026-08-31 12:04:20.074696+00:00,56.93,,1.0,3.0,2.0,2026-09-04 10:07:05.615757+00:00
North American Challengers League/2026 Season/Summer Playoffs_Round 2_3,2026-09-02 21:00:00+00:00,North American Challengers League/2026 Season/Summer Playoffs,5,NRG,Conviction,elo,series,0.3316,2026-08-31 12:04:20.074696+00:00,56.93,,1.0,3.0,2.0,2026-09-04 10:07:05.615757+00:00
North American Challengers League/2026 Season/Summer Playoffs_Round 2_3,2026-09-02 21:00:00+00:00,North American Challengers League/2026 Season/Summer Playoffs,5,NRG,Conviction,polymarket,series,0.655,2026-08-31 12:04:20.074696+00:00,56.93,1038.8402,1.0,3.0,2.0,2026-09-04 10:07:05.615757+00:00
North American Challengers League/2026 Season/Summer Playoffs_Round 2_3,2026-09-02 21:00:00+00:00,North American Challengers League/2026 Season/Summer Playoffs,5,NRG,Conviction,lolcast,sweep_team1,0.1117,2026-08-31 12:04:20.074696+00:00,56.93,,0.0,3.0,2.0,2026-09-04 10:07:05.615757+00:00
North American Challengers League/2026 Season/Summer Playoffs_Round 2_3,2026-09-02 21:00:00+00:00,North American Challengers League/2026 Season/Summer Playoffs,5,NRG,Conviction,elo,sweep_team1,0.0643,2026-08-31 12:04:20.074696+00:00,56.93,,0.0,3.0,2.0,2026-09-04 10:07:05.615757+00:00
North American Challengers League/2026 Season/Summer Playoffs_Round 2_3,2026-09-02 21:00:00+00:00,North American Challengers League/2026 Season/Summer Playoffs,5,NRG,Conviction,lolcast,sweep_team2,0.127,2026-08-31 12:04:20.074696+00:00,56.93,,0.0,3.0,2.0,2026-09-04 10:07:05.615757+00:00
North American Challengers League/2026 Season/Summer Playoffs_Round 2_3,2026-09-02 21:00:00+00:00,North American Challengers League/2026 Season/Summer Playoffs,5,NRG,Conviction,elo,sweep_team2,0.1996,2026-08-31 12:04:20.074696+00:00,56.93,,0.0,3.0,2.0,2026-09-04 10:07:05.615757+00:00
LCK/2026 Season/Season Playoffs_Round 1_3,2026-09-03 08:00:00+00:00,LCK/2026 Season/Season Playoffs,5,BNK FEARX,Dplus Kia,lolcast,series,0.2813,2026-08-31 12:04:20.074696+00:00,67.93,,0.0,2.0,3.0,2026-09-04 10:07:05.615757+00:00
LCK/2026 Season/Season Playoffs_Round 1_3,2026-09-03 08:00:00+00:00,LCK/2026 Season/Season Playoffs,5,BNK FEARX,Dplus Kia,elo,series,0.2632,2026-08-31 12:04:20.074696+00:00,67.93,,0.0,2.0,3.0,2026-09-04 10:07:05.615757+00:00
LCK/2026 Season/Season Playoffs_Round 1_3,2026-09-03 08:00:00+00:00,LCK/2026 Season/Season Playoffs,5,BNK FEARX,Dplus Kia,polymarket,series,0.365,2026-08-31 12:04:20.074696+00:00,67.93,876.7673,0.0,2.0,3.0,2026-09-04 10:07:05.615757+00:00
LCK/2026 Season/Season Playoffs_Round 1_3,2026-09-03 08:00:00+00:00,LCK/2026 Season/Season Playoffs,5,BNK FEARX,Dplus Kia,lolcast,sweep_team1,0.0508,2026-08-31 12:04:20.074696+00:00,67.93,,0.0,2.0,3.0,2026-09-04 10:07:05.615757+00:00
LCK/2026 Season/Season Playoffs_Round 1_3,2026-09-03 08:00:00+00:00,LCK/2026 Season/Season Playoffs,5,BNK FEARX,Dplus Kia,elo,sweep_team1,0.0468,2026-08-31 12:04:20.074696+00:00,67.93,,0.0,2.0,3.0,2026-09-04 10:07:05.615757+00:00
LCK/2026 Season/Season Playoffs_Round 1_3,2026-09-03 08:00:00+00:00,LCK/2026 Season/Season Playoffs,5,BNK FEARX,Dplus Kia,lolcast,sweep_team2,0.2303,2026-08-31 12:04:20.074696+00:00,67.93,,0.0,2.0,3.0,2026-09-04 10:07:05.615757+00:00
LCK/2026 Season/Season Playoffs_Round 1_3,2026-09-03 08:00:00+00:00,LCK/2026 Season/Season Playoffs,5,BNK FEARX,Dplus Kia,elo,sweep_team2,0.2443,2026-08-31 12:04:20.074696+00:00,67.93,,0.0,2.0,3.0,2026-09-04 10:07:05.615757+00:00
LPL/2026 Season/Grand Finals_Round 2_1,2026-09-03 09:00:00+00:00,LPL/2026 Season/Grand Finals,5,Bilibili Gaming,Team WE,lolcast,series,0.8826,2026-08-31 12:04:20.074696+00:00,68.93,,1.0,3.0,1.0,2026-09-04 10:07:05.615757+00:00
LPL/2026 Season/Grand Finals_Round 2_1,2026-09-03 09:00:00+00:00,LPL/2026 Season/Grand Finals,5,Bilibili Gaming,Team WE,elo,series,0.8795,2026-08-31 12:04:20.074696+00:00,68.93,,1.0,3.0,1.0,2026-09-04 10:07:05.615757+00:00
LPL/2026 Season/Grand Finals_Round 2_1,2026-09-03 09:00:00+00:00,LPL/2026 Season/Grand Finals,5,Bilibili Gaming,Team WE,polymarket,series,0.725,2026-08-31 12:04:20.074696+00:00,68.93,1650.8287,1.0,3.0,1.0,2026-09-04 10:07:05.615757+00:00
LPL/2026 Season/Grand Finals_Round 2_1,2026-09-03 09:00:00+00:00,LPL/2026 Season/Grand Finals,5,Bilibili Gaming,Team WE,lolcast,sweep_team1,0.3872,2026-08-31 12:04:20.074696+00:00,68.93,,0.0,3.0,1.0,2026-09-04 10:07:05.615757+00:00
LPL/2026 Season/Grand Finals_Round 2_1,2026-09-03 09:00:00+00:00,LPL/2026 Season/Grand Finals,5,Bilibili Gaming,Team WE,elo,sweep_team1,0.3866,2026-08-31 12:04:20.074696+00:00,68.93,,0.0,3.0,1.0,2026-09-04 10:07:05.615757+00:00
LPL/2026 Season/Grand Finals_Round 2_1,2026-09-03 09:00:00+00:00,LPL/2026 Season/Grand Finals,5,Bilibili Gaming,Team WE,lolcast,sweep_team2,0.0165,2026-08-31 12:04:20.074696+00:00,68.93,,0.0,3.0,1.0,2026-09-04 10:07:05.615757+00:00
LPL/2026 Season/Grand Finals_Round 2_1,2026-09-03 09:00:00+00:00,LPL/2026 Season/Grand Finals,5,Bilibili Gaming,Team WE,elo,sweep_team2,0.0175,2026-08-31 12:04:20.074696+00:00,68.93,,0.0,3.0,1.0,2026-09-04 10:07:05.615757+00:00
LPL/2026 Season/Grand Finals_Round 2_2,2026-09-04 09:00:00+00:00,LPL/2026 Season/Grand Finals,5,Anyone's Legend,LGD Gaming,lolcast,series,0.5975,2026-08-31 12:04:20.074696+00:00,92.93,,1.0,3.0,1.0,2026-09-05 09:36:52.083245+00:00
LPL/2026 Season/Grand Finals_Round 2_2,2026-09-04 09:00:00+00:00,LPL/2026 Season/Grand Finals,5,Anyone's Legend,LGD Gaming,elo,series,0.618,2026-08-31 12:04:20.074696+00:00,92.93,,1.0,3.0,1.0,2026-09-05 09:36:52.083245+00:00
LPL/2026 Season/Grand Finals_Round 2_2,2026-09-04 09:00:00+00:00,LPL/2026 Season/Grand Finals,5,Anyone's Legend,LGD Gaming,lolcast,sweep_team1,0.1571,2026-08-31 12:04:20.074696+00:00,92.93,,0.0,3.0,1.0,2026-09-05 09:36:52.083245+00:00
LPL/2026 Season/Grand Finals_Round 2_2,2026-09-04 09:00:00+00:00,LPL/2026 Season/Grand Finals,5,Anyone's Legend,LGD Gaming,elo,sweep_team1,0.1719,2026-08-31 12:04:20.074696+00:00,92.93,,0.0,3.0,1.0,2026-09-05 09:36:52.083245+00:00
LPL/2026 Season/Grand Finals_Round 2_2,2026-09-04 09:00:00+00:00,LPL/2026 Season/Grand Finals,5,Anyone's Legend,LGD Gaming,lolcast,sweep_team2,0.0822,2026-08-31 12:04:20.074696+00:00,92.93,,0.0,3.0,1.0,2026-09-05 09:36:52.083245+00:00
LPL/2026 Season/Grand Finals_Round 2_2,2026-09-04 09:00:00+00:00,LPL/2026 Season/Grand Finals,5,Anyone's Legend,LGD Gaming,elo,sweep_team2,0.0788,2026-08-31 12:04:20.074696+00:00,92.93,,0.0,3.0,1.0,2026-09-05 09:36:52.083245+00:00
LPL/2026 Season/Grand Finals_Round 1_3,2026-09-05 06:00:00+00:00,LPL/2026 Season/Grand Finals,5,Invictus Gaming,Top Esports,lolcast,series,0.3816,2026-08-31 12:04:20.074696+00:00,113.93,,1.0,3.0,2.0,2026-09-05 23:20:31.061390+00:00
LPL/2026 Season/Grand Finals_Round 1_3,2026-09-05 06:00:00+00:00,LPL/2026 Season/Grand Finals,5,Invictus Gaming,Top Esports,elo,series,0.3744,2026-08-31 12:04:20.074696+00:00,113.93,,1.0,3.0,2.0,2026-09-05 23:20:31.061390+00:00
LPL/2026 Season/Grand Finals_Round 1_3,2026-09-05 06:00:00+00:00,LPL/2026 Season/Grand Finals,5,Invictus Gaming,Top Esports,polymarket,series,0.49,2026-08-31 12:04:20.074696+00:00,113.93,1554.9243,1.0,3.0,2.0,2026-09-05 23:20:31.061390+00:00
LPL/2026 Season/Grand Finals_Round 1_3,2026-09-05 06:00:00+00:00,LPL/2026 Season/Grand Finals,5,Invictus Gaming,Top Esports,lolcast,sweep_team1,0.0787,2026-08-31 12:04:20.074696+00:00,113.93,,0.0,3.0,2.0,2026-09-05 23:20:31.061390+00:00
LPL/2026 Season/Grand Finals_Round 1_3,2026-09-05 06:00:00+00:00,LPL/2026 Season/Grand Finals,5,Invictus Gaming,Top Esports,elo,sweep_team1,0.0766,2026-08-31 12:04:20.074696+00:00,113.93,,0.0,3.0,2.0,2026-09-05 23:20:31.061390+00:00
LPL/2026 Season/Grand Finals_Round 1_3,2026-09-05 06:00:00+00:00,LPL/2026 Season/Grand Finals,5,Invictus Gaming,Top Esports,lolcast,sweep_team2,0.1721,2026-08-31 12:04:20.074696+00:00,113.93,,0.0,3.0,2.0,2026-09-05 23:20:31.061390+00:00
LPL/2026 Season/Grand Finals_Round 1_3,2026-09-05 06:00:00+00:00,LPL/2026 Season/Grand Finals,5,Invictus Gaming,Top Esports,elo,sweep_team2,0.1758,2026-08-31 12:04:20.074696+00:00,113.93,,0.0,3.0,2.0,2026-09-05 23:20:31.061390+00:00
LPL/2026 Season/Grand Finals_Round 1_4,2026-09-05 09:00:00+00:00,LPL/2026 Season/Grand Finals,5,Ninjas in Pyjamas.CN,JD Gaming,lolcast,series,0.6909,2026-08-31 12:04:20.074696+00:00,116.93,,1.0,3.0,0.0,2026-09-05 23:20:31.061390+00:00
LPL/2026 Season/Grand Finals_Round 1_4,2026-09-05 09:00:00+00:00,LPL/2026 Season/Grand Finals,5,Ninjas in Pyjamas.CN,JD Gaming,elo,series,0.621,2026-08-31 12:04:20.074696+00:00,116.93,,1.0,3.0,0.0,2026-09-05 23:20:31.061390+00:00
LPL/2026 Season/Grand Finals_Round 1_4,2026-09-05 09:00:00+00:00,LPL/2026 Season/Grand Finals,5,Ninjas in Pyjamas.CN,JD Gaming,lolcast,sweep_team1,0.2116,2026-08-31 12:04:20.074696+00:00,116.93,,1.0,3.0,0.0,2026-09-05 23:20:31.061390+00:00
LPL/2026 Season/Grand Finals_Round 1_4,2026-09-05 09:00:00+00:00,LPL/2026 Season/Grand Finals,5,Ninjas in Pyjamas.CN,JD Gaming,elo,sweep_team1,0.1734,2026-08-31 12:04:20.074696+00:00,116.93,,1.0,3.0,0.0,2026-09-05 23:20:31.061390+00:00
LPL/2026 Season/Grand Finals_Round 1_4,2026-09-05 09:00:00+00:00,LPL/2026 Season/Grand Finals,5,Ninjas in Pyjamas.CN,JD Gaming,lolcast,sweep_team2,0.0576,2026-08-31 12:04:20.074696+00:00,116.93,,0.0,3.0,0.0,2026-09-05 23:20:31.061390+00:00
LPL/2026 Season/Grand Finals_Round 1_4,2026-09-05 09:00:00+00:00,LPL/2026 Season/Grand Finals,5,Ninjas in Pyjamas.CN,JD Gaming,elo,sweep_team2,0.0779,2026-08-31 12:04:20.074696+00:00,116.93,,0.0,3.0,0.0,2026-09-05 23:20:31.061390+00:00
LEC/2026 Season/Summer Playoffs_Round 1_1,2026-09-05 10:00:00+00:00,LEC/2026 Season/Summer Playoffs,5,Team Vitality,G2 Esports,lolcast,series,0.3338,2026-08-31 12:04:20.074696+00:00,117.93,,0.0,0.0,3.0,2026-09-05 23:20:31.061390+00:00
LEC/2026 Season/Summer Playoffs_Round 1_1,2026-09-05 10:00:00+00:00,LEC/2026 Season/Summer Playoffs,5,Team Vitality,G2 Esports,elo,series,0.3703,2026-08-31 12:04:20.074696+00:00,117.93,,0.0,0.0,3.0,2026-09-05 23:20:31.061390+00:00
LEC/2026 Season/Summer Playoffs_Round 1_1,2026-09-05 10:00:00+00:00,LEC/2026 Season/Summer Playoffs,5,Team Vitality,G2 Esports,lolcast,sweep_team1,0.0649,2026-08-31 12:04:20.074696+00:00,117.93,,0.0,0.0,3.0,2026-09-05 23:20:31.061390+00:00
LEC/2026 Season/Summer Playoffs_Round 1_1,2026-09-05 10:00:00+00:00,LEC/2026 Season/Summer Playoffs,5,Team Vitality,G2 Esports,elo,sweep_team1,0.0753,2026-08-31 12:04:20.074696+00:00,117.93,,0.0,0.0,3.0,2026-09-05 23:20:31.061390+00:00
LEC/2026 Season/Summer Playoffs_Round 1_1,2026-09-05 10:00:00+00:00,LEC/2026 Season/Summer Playoffs,5,Team Vitality,G2 Esports,lolcast,sweep_team2,0.1982,2026-08-31 12:04:20.074696+00:00,117.93,,1.0,0.0,3.0,2026-09-05 23:20:31.061390+00:00
LEC/2026 Season/Summer Playoffs_Round 1_1,2026-09-05 10:00:00+00:00,LEC/2026 Season/Summer Playoffs,5,Team Vitality,G2 Esports,elo,sweep_team2,0.178,2026-08-31 12:04:20.074696+00:00,117.93,,1.0,0.0,3.0,2026-09-05 23:20:31.061390+00:00
LEC/2026 Season/Summer Playoffs_Round 1_2,2026-09-05 15:00:00+00:00,LEC/2026 Season/Summer Playoffs,5,Karmine Corp,GIANTX,lolcast,series,0.8837,2026-08-31 12:04:20.074696+00:00,122.93,,1.0,3.0,1.0,2026-09-05 23:20:31.061390+00:00
LEC/2026 Season/Summer Playoffs_Round 1_2,2026-09-05 15:00:00+00:00,LEC/2026 Season/Summer Playoffs,5,Karmine Corp,GIANTX,elo,series,0.8634,2026-08-31 12:04:20.074696+00:00,122.93,,1.0,3.0,1.0,2026-09-05 23:20:31.061390+00:00
LEC/2026 Season/Summer Playoffs_Round 1_2,2026-09-05 15:00:00+00:00,LEC/2026 Season/Summer Playoffs,5,Karmine Corp,GIANTX,lolcast,sweep_team1,0.389,2026-08-31 12:04:20.074696+00:00,122.93,,0.0,3.0,1.0,2026-09-05 23:20:31.061390+00:00
LEC/2026 Season/Summer Playoffs_Round 1_2,2026-09-05 15:00:00+00:00,LEC/2026 Season/Summer Playoffs,5,Karmine Corp,GIANTX,elo,sweep_team1,0.3649,2026-08-31 12:04:20.074696+00:00,122.93,,0.0,3.0,1.0,2026-09-05 23:20:31.061390+00:00
LEC/2026 Season/Summer Playoffs_Round 1_2,2026-09-05 15:00:00+00:00,LEC/2026 Season/Summer Playoffs,5,Karmine Corp,GIANTX,lolcast,sweep_team2,0.0163,2026-08-31 12:04:20.074696+00:00,122.93,,0.0,3.0,1.0,2026-09-05 23:20:31.061390+00:00
LEC/2026 Season/Summer Playoffs_Round 1_2,2026-09-05 15:00:00+00:00,LEC/2026 Season/Summer Playoffs,5,Karmine Corp,GIANTX,elo,sweep_team2,0.0203,2026-08-31 12:04:20.074696+00:00,122.93,,0.0,3.0,1.0,2026-09-05 23:20:31.061390+00:00
CBLOL/2026 Season/Split 2 Playoffs_Round 1_1,2026-09-05 16:00:00+00:00,CBLOL/2026 Season/Split 2 Playoffs,5,Vivo Keyd Stars,paiN Gaming,lolcast,series,0.7187,2026-08-31 12:04:20.074696+00:00,123.93,,0.0,1.0,3.0,2026-09-05 23:20:31.061390+00:00
CBLOL/2026 Season/Split 2 Playoffs_Round 1_1,2026-09-05 16:00:00+00:00,CBLOL/2026 Season/Split 2 Playoffs,5,Vivo Keyd Stars,paiN Gaming,elo,series,0.7021,2026-08-31 12:04:20.074696+00:00,123.93,,0.0,1.0,3.0,2026-09-05 23:20:31.061390+00:00
CBLOL/2026 Season/Split 2 Playoffs_Round 1_1,2026-09-05 16:00:00+00:00,CBLOL/2026 Season/Split 2 Playoffs,5,Vivo Keyd Stars,paiN Gaming,lolcast,sweep_team1,0.2303,2026-08-31 12:04:20.074696+00:00,123.93,,0.0,1.0,3.0,2026-09-05 23:20:31.061390+00:00
CBLOL/2026 Season/Split 2 Playoffs_Round 1_1,2026-09-05 16:00:00+00:00,CBLOL/2026 Season/Split 2 Playoffs,5,Vivo Keyd Stars,paiN Gaming,elo,sweep_team1,0.2205,2026-08-31 12:04:20.074696+00:00,123.93,,0.0,1.0,3.0,2026-09-05 23:20:31.061390+00:00
CBLOL/2026 Season/Split 2 Playoffs_Round 1_1,2026-09-05 16:00:00+00:00,CBLOL/2026 Season/Split 2 Playoffs,5,Vivo Keyd Stars,paiN Gaming,lolcast,sweep_team2,0.0508,2026-08-31 12:04:20.074696+00:00,123.93,,0.0,1.0,3.0,2026-09-05 23:20:31.061390+00:00
CBLOL/2026 Season/Split 2 Playoffs_Round 1_1,2026-09-05 16:00:00+00:00,CBLOL/2026 Season/Split 2 Playoffs,5,Vivo Keyd Stars,paiN Gaming,elo,sweep_team2,0.0554,2026-08-31 12:04:20.074696+00:00,123.93,,0.0,1.0,3.0,2026-09-05 23:20:31.061390+00:00
LCS/2026 Season/Summer Season_Week 7_1,2026-09-05 20:00:00+00:00,LCS/2026 Season/Summer Season,3,Sentinels,Cloud9,lolcast,series,0.3537,2026-08-31 12:04:20.074696+00:00,127.93,,0.0,0.0,2.0,2026-09-05 23:20:31.061390+00:00
LCS/2026 Season/Summer Season_Week 7_1,2026-09-05 20:00:00+00:00,LCS/2026 Season/Summer Season,3,Sentinels,Cloud9,elo,series,0.4146,2026-08-31 12:04:20.074696+00:00,127.93,,0.0,0.0,2.0,2026-09-05 23:20:31.061390+00:00
LCS/2026 Season/Summer Season_Week 7_1,2026-09-05 20:00:00+00:00,LCS/2026 Season/Summer Season,3,Sentinels,Cloud9,lolcast,sweep_team1,0.1549,2026-08-31 12:04:20.074696+00:00,127.93,,0.0,0.0,2.0,2026-09-05 23:20:31.061390+00:00
LCS/2026 Season/Summer Season_Week 7_1,2026-09-05 20:00:00+00:00,LCS/2026 Season/Summer Season,3,Sentinels,Cloud9,elo,sweep_team1,0.1911,2026-08-31 12:04:20.074696+00:00,127.93,,0.0,0.0,2.0,2026-09-05 23:20:31.061390+00:00
LCS/2026 Season/Summer Season_Week 7_1,2026-09-05 20:00:00+00:00,LCS/2026 Season/Summer Season,3,Sentinels,Cloud9,lolcast,sweep_team2,0.3495,2026-08-31 12:04:20.074696+00:00,127.93,,1.0,0.0,2.0,2026-09-05 23:20:31.061390+00:00
LCS/2026 Season/Summer Season_Week 7_1,2026-09-05 20:00:00+00:00,LCS/2026 Season/Summer Season,3,Sentinels,Cloud9,elo,sweep_team2,0.3041,2026-08-31 12:04:20.074696+00:00,127.93,,1.0,0.0,2.0,2026-09-05 23:20:31.061390+00:00
LCS/2026 Season/Summer Season_Week 7_2,2026-09-05 23:00:00+00:00,LCS/2026 Season/Summer Season,3,Dignitas,Team Liquid,lolcast,series,0.0599,2026-08-31 12:04:20.074696+00:00,130.93,,0.0,0.0,2.0,2026-09-05 23:20:31.061390+00:00
LCS/2026 Season/Summer Season_Week 7_2,2026-09-05 23:00:00+00:00,LCS/2026 Season/Summer Season,3,Dignitas,Team Liquid,elo,series,0.0748,2026-08-31 12:04:20.074696+00:00,130.93,,0.0,0.0,2.0,2026-09-05 23:20:31.061390+00:00
LCS/2026 Season/Summer Season_Week 7_2,2026-09-05 23:00:00+00:00,LCS/2026 Season/Summer Season,3,Dignitas,Team Liquid,lolcast,sweep_team1,0.022,2026-08-31 12:04:20.074696+00:00,130.93,,0.0,0.0,2.0,2026-09-05 23:20:31.061390+00:00
LCS/2026 Season/Summer Season_Week 7_2,2026-09-05 23:00:00+00:00,LCS/2026 Season/Summer Season,3,Dignitas,Team Liquid,elo,sweep_team1,0.027,2026-08-31 12:04:20.074696+00:00,130.93,,0.0,0.0,2.0,2026-09-05 23:20:31.061390+00:00
LCS/2026 Season/Summer Season_Week 7_2,2026-09-05 23:00:00+00:00,LCS/2026 Season/Summer Season,3,Dignitas,Team Liquid,lolcast,sweep_team2,0.7235,2026-08-31 12:04:20.074696+00:00,130.93,,1.0,0.0,2.0,2026-09-05 23:20:31.061390+00:00
LCS/2026 Season/Summer Season_Week 7_2,2026-09-05 23:00:00+00:00,LCS/2026 Season/Summer Season,3,Dignitas,Team Liquid,elo,sweep_team2,0.6876,2026-08-31 12:04:20.074696+00:00,130.93,,1.0,0.0,2.0,2026-09-05 23:20:31.061390+00:00
